fips,case,death
31099.0,2020-03-26,
31101.0,2020-05-02,
31103.0,2020-06-23,
31105.0,2020-03-31,
31107.0,2020-03-17,
31109.0,2020-03-20,2020-04-08
31111.0,2020-03-18,2020-03-30
31115.0,2020-06-24,
31119.0,2020-03-23,2020-04-01
31121.0,2020-04-03,
31123.0,2020-04-15,
31125.0,2020-04-16,
31127.0,2020-03-19,
31129.0,2020-05-16,
31131.0,2020-04-02,
31137.0,2020-04-05,
31139.0,2020-04-11,
31141.0,2020-03-28,2020-05-12
31143.0,2020-04-09,
31145.0,2020-04-17,
31147.0,2020-05-13,2020-06-10
31149.0,2020-06-24,
31151.0,2020-04-14,2020-05-14
31153.0,2020-03-17,2020-04-30
31155.0,2020-03-24,2020-05-08
31157.0,2020-03-29,2020-06-09
31159.0,2020-04-05,2020-04-21
31161.0,2020-06-26,
31163.0,2020-04-23,
31165.0,2020-06-11,
31167.0,2020-04-06,
31169.0,2020-05-29,
31171.0,2020-05-06,
31173.0,2020-04-25,2020-06-12
31175.0,2020-04-27,
31177.0,2020-03-23,2020-04-13
31179.0,2020-04-11,
31181.0,2020-04-10,
31185.0,2020-03-30,
32001.0,2020-04-13,2020-04-20
32003.0,2020-03-05,2020-03-16
32005.0,2020-03-23,
32007.0,2020-03-19,2020-04-04
32011.0,2020-06-26,
32013.0,2020-03-28,2020-04-14
32015.0,2020-04-21,
32017.0,2020-05-08,
32019.0,2020-03-25,2020-05-28
32021.0,2020-04-18,
32023.0,2020-03-20,2020-05-18
32027.0,2020-05-28,
32029.0,2020-05-18,
32031.0,2020-03-05,2020-03-29
32033.0,2020-04-09,
32510.0,2020-03-12,2020-04-22
33001.0,2020-03-18,2020-06-12
33003.0,2020-03-16,
33005.0,2020-03-20,2020-04-07
33007.0,2020-04-03,
33009.0,2020-03-02,2020-05-01
33011.0,2020-03-15,2020-03-23
33013.0,2020-03-18,2020-04-08
33015.0,2020-03-07,2020-03-29
33017.0,2020-03-21,2020-04-22
33019.0,2020-03-22,2020-04-01
34001.0,2020-03-18,2020-04-02
34003.0,2020-03-04,2020-03-10
34005.0,2020-03-10,2020-03-25
34007.0,2020-03-06,2020-03-24
34009.0,2020-03-19,2020-04-04
34011.0,2020-03-20,2020-03-25
34013.0,2020-03-12,2020-03-19
34015.0,2020-03-17,2020-03-27
34017.0,2020-03-09,2020-03-24
34019.0,2020-03-16,2020-04-04
34021.0,2020-03-14,2020-03-31
34023.0,2020-03-11,2020-03-22
34025.0,2020-03-09,2020-03-14
34027.0,2020-03-12,2020-03-21
34029.0,2020-03-13,2020-03-24
34031.0,2020-03-08,2020-03-22
34033.0,2020-03-22,2020-03-31
34035.0,2020-03-16,2020-03-22
34037.0,2020-03-19,2020-03-28
34039.0,2020-03-09,2020-03-23
34041.0,2020-03-17,2020-03-23
35001.0,2020-03-11,2020-03-28
35003.0,2020-04-01,2020-04-25
35005.0,2020-03-23,2020-04-21
35006.0,2020-03-24,2020-04-12
35007.0,2020-04-09,2020-06-24
35009.0,2020-03-24,
35013.0,2020-03-20,2020-04-12
35015.0,2020-03-25,2020-03-25
35017.0,2020-04-01,
35019.0,2020-04-18,
35021.0,2020-04-23,
35023.0,2020-05-18,
35025.0,2020-03-21,
35027.0,2020-04-04,
35028.0,2020-04-04,
35029.0,2020-04-10,2020-04-30
35031.0,2020-03-20,2020-04-04
35035.0,2020-04-01,2020-05-14
35037.0,2020-04-11,2020-04-20
35039.0,2020-03-25,2020-05-28
35041.0,2020-03-27,2020-06-15
35043.0,2020-03-14,2020-04-01
35045.0,2020-03-22,2020-04-11
35047.0,2020-03-19,
35049.0,2020-03-11,2020-05-06
35051.0,2020-04-29,
35053.0,2020-03-11,2020-04-17
35055.0,2020-03-17,2020-06-23
35057.0,2020-03-30,2020-05-07
35059.0,2020-04-25,
35061.0,2020-03-27,2020-05-03
36001.0,2020-03-12,2020-03-28
36003.0,2020-03-16,2020-04-01
36007.0,2020-03-14,2020-03-21
36009.0,2020-03-28,2020-04-25
36011.0,2020-03-23,2020-04-06
36013.0,2020-03-25,2020-04-01
36015.0,2020-03-24,2020-04-08
36017.0,2020-03-18,2020-05-06
36019.0,2020-03-17,2020-04-12
36021.0,2020-03-20,2020-03-29
36023.0,2020-03-22,
36025.0,2020-03-12,2020-04-02
36027.0,2020-03-12,2020-03-26
36029.0,2020-03-15,2020-03-26
36031.0,2020-03-18,
36033.0,2020-03-25,
36035.0,2020-03-20,2020-04-24
36037.0,2020-03-20,2020-04-01
36039.0,2020-03-15,2020-05-01
36041.0,2020-03-18,
36043.0,2020-03-12,2020-03-30
36045.0,2020-03-18,
36049.0,2020-03-29,
36051.0,2020-03-18,2020-04-02
36053.0,2020-03-22,2020-04-01
36055.0,2020-03-11,2020-03-26
36057.0,2020-03-15,2020-04-04
36059.0,2020-03-05,2020-03-17
36061.0,2020-03-01,2020-03-14
36063.0,2020-03-20,2020-04-10
36065.0,2020-03-20,2020-04-01
36067.0,2020-03-16,2020-04-01
36069.0,2020-03-16,2020-04-12
36071.0,2020-03-12,2020-03-26
36073.0,2020-03-24,2020-04-19
36075.0,2020-03-23,2020-04-01
36077.0,2020-03-23,2020-04-01
36079.0,2020-03-15,2020-04-04
36083.0,2020-03-17,2020-04-02
36087.0,2020-03-06,2020-03-14
36089.0,2020-03-22,2020-04-09
36091.0,2020-03-07,2020-03-29
36093.0,2020-03-13,2020-04-02
36095.0,2020-03-19,
36097.0,2020-03-28,
36099.0,2020-03-31,2020-04-14
36101.0,2020-03-21,2020-04-02
36103.0,2020-03-08,2020-03-16
36105.0,2020-03-17,2020-03-31
36107.0,2020-03-14,2020-04-19
36109.0,2020-03-14,2020-04-12
36111.0,2020-03-08,2020-03-29
36113.0,2020-03-18,2020-04-04
36115.0,2020-03-18,2020-04-04
36117.0,2020-03-19,2020-05-06
36119.0,2020-03-04,2020-03-24
36121.0,2020-03-17,2020-03-31
36123.0,2020-04-02,2020-04-22
37001.0,2020-03-23,2020-04-24
37003.0,2020-03-30,
37005.0,2020-03-29,
37007.0,2020-03-31,2020-05-28
37009.0,2020-04-04,2020-06-10
37011.0,2020-05-19,
37013.0,2020-03-26,
37015.0,2020-03-25,2020-04-02
37017.0,2020-04-03,2020-05-06
37019.0,2020-03-14,2020-04-03
37021.0,2020-03-21,2020-03-29
37023.0,2020-03-25,2020-04-05
37025.0,2020-03-12,2020-03-25
37027.0,2020-03-25,2020-05-13
37029.0,2020-04-27,
37031.0,2020-03-20,2020-04-07
37033.0,2020-03-29,2020-05-08
37035.0,2020-03-21,2020-04-03
37037.0,2020-03-06,2020-04-21
37039.0,2020-03-22,2020-03-31
37041.0,2020-04-03,
37043.0,2020-03-31,
37045.0,2020-03-25,2020-04-15
37047.0,2020-03-29,2020-04-06
37049.0,2020-03-14,2020-04-09
37051.0,2020-03-22,2020-04-09
37053.0,2020-03-29,
37055.0,2020-04-02,2020-04-09
37057.0,2020-03-20,2020-04-07
37059.0,2020-03-22,2020-04-02
37061.0,2020-03-25,2020-05-03
37063.0,2020-03-16,2020-04-05
37065.0,2020-03-28,2020-04-09
37067.0,2020-03-12,2020-03-31
37069.0,2020-03-20,2020-04-08
37071.0,2020-03-18,2020-04-02
37073.0,2020-04-02,2020-05-22
37075.0,2020-04-28,
37077.0,2020-03-22,2020-04-14
37079.0,2020-03-27,2020-05-09
37081.0,2020-03-18,2020-03-31
37083.0,2020-03-29,2020-04-17
37085.0,2020-03-14,2020-03-26
37087.0,2020-04-03,
37089.0,2020-03-22,2020-04-03
37091.0,2020-03-25,2020-04-05
37093.0,2020-03-18,2020-05-22
37095.0,2020-04-29,
37097.0,2020-03-17,2020-04-08
37099.0,2020-04-13,2020-05-05
37101.0,2020-03-12,2020-03-27
37103.0,2020-04-09,2020-04-11
37105.0,2020-03-22,2020-05-02
37107.0,2020-03-25,2020-04-23
37109.0,2020-03-18,2020-06-27
37111.0,2020-03-25,2020-04-25
37113.0,2020-04-02,2020-04-07
37115.0,2020-04-25,
37117.0,2020-03-31,2020-05-04
37119.0,2020-03-12,2020-03-29
37121.0,2020-04-02,
37123.0,2020-03-24,2020-04-02
37125.0,2020-03-18,2020-04-21
37127.0,2020-03-22,2020-04-08
37129.0,2020-03-18,2020-04-12
37131.0,2020-03-25,2020-04-16
37133.0,2020-03-12,2020-03-31
37135.0,2020-03-20,2020-04-09
37137.0,2020-03-29,
37139.0,2020-03-20,2020-04-21
37141.0,2020-04-05,2020-05-05
37143.0,2020-03-28,2020-05-02
37145.0,2020-03-27,2020-04-29
37147.0,2020-03-20,2020-04-10
37149.0,2020-03-28,2020-05-13
37151.0,2020-03-24,2020-04-03
37153.0,2020-04-07,2020-04-11
37155.0,2020-03-22,2020-04-24
37157.0,2020-03-31,2020-04-02
37159.0,2020-03-20,2020-03-28
37161.0,2020-03-30,2020-04-09
37163.0,2020-03-17,2020-05-05
37165.0,2020-03-22,2020-06-10
37167.0,2020-03-20,2020-04-09
37169.0,2020-04-02,2020-06-21
37171.0,2020-03-27,2020-05-02
37173.0,2020-04-29,
37175.0,2020-03-24,2020-06-04
37177.0,2020-04-14,
37179.0,2020-03-22,2020-04-09
37181.0,2020-03-23,2020-04-15
37183.0,2020-03-03,2020-04-15
37185.0,2020-04-04,2020-05-27
37187.0,2020-03-29,2020-04-08
37189.0,2020-03-15,
37191.0,2020-03-13,2020-04-11
37193.0,2020-03-31,2020-04-02
37195.0,2020-03-15,2020-04-04
37197.0,2020-03-29,2020-04-15
37199.0,2020-05-03,
38003.0,2020-03-28,
38005.0,2020-05-07,
38007.0,2020-06-20,
38009.0,2020-05-19,
38011.0,2020-04-07,
38013.0,2020-04-01,
38015.0,2020-03-17,
38017.0,2020-03-17,2020-03-27
38019.0,2020-06-20,
38021.0,2020-06-02,
38023.0,2020-03-28,
38025.0,2020-03-24,
38027.0,2020-04-03,
38029.0,2020-04-05,2020-04-07
38031.0,2020-03-25,
38035.0,2020-03-30,2020-05-06
38037.0,2020-03-31,
38039.0,2020-05-22,
38041.0,2020-06-26,
38043.0,2020-06-09,
38045.0,2020-06-06,
38049.0,2020-03-26,2020-03-30
38051.0,2020-03-26,
38053.0,2020-03-31,
38055.0,2020-03-28,
38057.0,2020-05-05,
38059.0,2020-03-18,2020-03-30
38061.0,2020-03-28,
38063.0,2020-04-19,
38065.0,2020-03-30,
38067.0,2020-04-25,
38069.0,2020-03-20,
38071.0,2020-03-20,2020-05-18
38073.0,2020-04-26,
38075.0,2020-05-01,
38077.0,2020-04-09,
38079.0,2020-04-11,
38081.0,2020-04-10,
38083.0,2020-06-06,
38085.0,2020-03-28,
38087.0,2020-04-03,
38089.0,2020-03-25,2020-04-09
38091.0,2020-05-17,
38093.0,2020-04-08,2020-06-21
38097.0,2020-05-07,
38099.0,2020-03-23,
38101.0,2020-03-11,2020-04-12
38103.0,2020-04-22,
38105.0,2020-03-31,
39001.0,2020-04-04,2020-05-18
39003.0,2020-03-28,2020-04-07
39005.0,2020-03-18,2020-06-26
39007.0,2020-03-20,2020-04-12
39009.0,2020-03-26,2020-03-30
39011.0,2020-03-28,2020-04-09
39013.0,2020-03-14,2020-04-06
39015.0,2020-03-30,2020-03-31
39017.0,2020-03-14,2020-04-03
39019.0,2020-03-22,2020-04-24
39021.0,2020-03-24,2020-04-11
39023.0,2020-03-18,2020-04-23
39025.0,2020-03-21,2020-04-03
39027.0,2020-03-22,2020-04-08
39029.0,2020-03-20,2020-03-26
39031.0,2020-03-17,2020-06-29
39033.0,2020-03-24,2020-05-03
39035.0,2020-03-09,2020-03-21
39037.0,2020-03-17,2020-03-31
39039.0,2020-03-21,2020-04-23
39041.0,2020-03-18,2020-03-30
39043.0,2020-03-21,2020-03-21
39045.0,2020-03-24,2020-04-13
39047.0,2020-03-25,
39049.0,2020-03-14,2020-03-23
39051.0,2020-03-27,
39053.0,2020-03-22,2020-03-24
39055.0,2020-03-16,2020-04-08
39057.0,2020-03-22,2020-03-31
39059.0,2020-04-02,2020-05-30
39061.0,2020-03-19,2020-04-02
39063.0,2020-03-22,2020-04-10
39065.0,2020-04-02,2020-06-07
39067.0,2020-04-15,2020-06-20
39069.0,2020-04-08,
39071.0,2020-03-24,2020-04-29
39073.0,2020-04-11,2020-04-22
39075.0,2020-03-30,2020-04-20
39077.0,2020-03-18,2020-03-30
39079.0,2020-04-08,
39081.0,2020-03-26,2020-04-22
39083.0,2020-03-23,2020-04-02
39085.0,2020-03-17,2020-03-27
39087.0,2020-03-25,2020-05-20
39089.0,2020-03-21,2020-04-03
39091.0,2020-03-23,
39093.0,2020-03-14,2020-03-29
39095.0,2020-03-15,2020-03-20
39097.0,2020-03-23,2020-04-01
39099.0,2020-03-17,2020-03-26
39101.0,2020-03-20,2020-04-16
39103.0,2020-03-15,2020-03-29
39105.0,2020-04-07,
39107.0,2020-03-25,2020-04-04
39109.0,2020-03-18,2020-03-25
39111.0,2020-04-05,2020-05-15
39113.0,2020-03-19,2020-03-30
39115.0,2020-04-06,
39117.0,2020-04-01,2020-04-27
39119.0,2020-03-26,2020-06-02
39121.0,2020-04-09,
39123.0,2020-03-28,2020-05-01
39125.0,2020-04-06,
39127.0,2020-03-31,2020-05-05
39129.0,2020-03-25,2020-04-16
39131.0,2020-03-28,
39133.0,2020-03-22,2020-03-30
39135.0,2020-03-30,2020-04-09
39137.0,2020-04-06,2020-04-22
39139.0,2020-03-19,2020-04-09
39141.0,2020-03-30,2020-04-22
39143.0,2020-03-23,2020-04-08
39145.0,2020-04-06,
39147.0,2020-03-25,2020-03-31
39149.0,2020-03-27,2020-04-25
39151.0,2020-03-11,2020-03-23
39153.0,2020-03-14,2020-03-27
39155.0,2020-03-12,2020-03-26
39157.0,2020-03-14,2020-05-06
39159.0,2020-03-20,2020-05-28
39161.0,2020-03-28,
39163.0,2020-04-28,2020-05-25
39165.0,2020-03-20,2020-04-12
39167.0,2020-03-23,2020-04-10
39169.0,2020-03-25,2020-04-09
39171.0,2020-04-02,2020-04-15
39173.0,2020-03-22,2020-04-08
39175.0,2020-03-26,2020-04-09
40001.0,2020-03-25,2020-04-07
40003.0,2020-04-13,
40005.0,2020-04-02,
40007.0,2020-04-07,
40009.0,2020-03-30,
40011.0,2020-05-04,
40013.0,2020-03-25,2020-04-21
40015.0,2020-03-27,2020-04-15
40017.0,2020-03-16,2020-03-31
40019.0,2020-03-25,2020-04-27
40021.0,2020-03-27,2020-04-07
40023.0,2020-03-27,2020-05-28
40025.0,2020-04-21,
40027.0,2020-03-15,2020-03-24
40029.0,2020-05-19,
40031.0,2020-03-26,2020-04-21
40033.0,2020-03-30,2020-04-23
40035.0,2020-03-26,
40037.0,2020-03-25,2020-03-27
40039.0,2020-03-19,
40041.0,2020-03-25,2020-04-16
40043.0,2020-04-07,
40045.0,2020-06-21,
40047.0,2020-03-29,2020-04-10
40049.0,2020-03-20,2020-04-29
40051.0,2020-03-19,2020-04-15
40053.0,2020-04-03,
40055.0,2020-04-01,2020-04-01
40059.0,2020-04-18,
40061.0,2020-04-17,
40063.0,2020-05-29,
40065.0,2020-03-14,2020-05-11
40067.0,2020-04-06,
40069.0,2020-04-14,
40071.0,2020-03-15,2020-04-01
40073.0,2020-04-02,
40075.0,2020-04-02,2020-06-23
40077.0,2020-03-27,2020-04-04
40079.0,2020-03-28,2020-05-08
40081.0,2020-03-26,2020-05-02
40083.0,2020-03-19,2020-04-29
40085.0,2020-03-30,
40087.0,2020-03-19,2020-04-30
40089.0,2020-04-03,2020-05-30
40091.0,2020-04-17,2020-05-19
40093.0,2020-04-03,2020-04-14
40095.0,2020-04-07,
40097.0,2020-03-24,2020-04-01
40099.0,2020-04-10,
40101.0,2020-03-22,2020-03-31
40103.0,2020-03-22,
40105.0,2020-03-28,2020-06-09
40107.0,2020-04-10,
40109.0,2020-03-13,2020-03-25
40111.0,2020-03-26,
40113.0,2020-03-25,2020-04-02
40115.0,2020-03-26,2020-04-24
40117.0,2020-03-17,2020-03-22
40119.0,2020-03-15,2020-04-25
40121.0,2020-03-27,2020-04-14
40123.0,2020-03-23,2020-04-14
40125.0,2020-03-25,2020-04-06
40127.0,2020-04-27,
40131.0,2020-03-29,2020-04-14
40133.0,2020-03-29,2020-04-05
40135.0,2020-03-26,2020-03-28
40137.0,2020-03-25,2020-04-02
40139.0,2020-03-29,2020-04-14
40141.0,2020-04-04,2020-05-12
40143.0,2020-03-06,2020-03-19
40145.0,2020-03-24,2020-03-28
40147.0,2020-03-19,2020-04-04
40149.0,2020-05-14,
40151.0,2020-04-17,
40153.0,2020-04-02,
41001.0,2020-05-06,
41003.0,2020-03-16,2020-03-31
41005.0,2020-03-12,2020-03-24
41007.0,2020-03-24,
41009.0,2020-03-27,
41011.0,2020-04-11,
41013.0,2020-04-03,
41015.0,2020-04-06,
41017.0,2020-03-11,
41019.0,2020-03-08,
41023.0,2020-03-20,
41025.0,2020-04-28,
41027.0,2020-03-23,
41029.0,2020-03-07,
41031.0,2020-04-14,
41033.0,2020-03-21,2020-04-11
41035.0,2020-03-07,
41037.0,2020-05-27,
41039.0,2020-03-17,2020-03-17
41041.0,2020-03-25,2020-06-22
41043.0,2020-03-11,2020-03-22
41045.0,2020-03-31,2020-06-07
41047.0,2020-03-08,2020-03-21
41049.0,2020-03-27,2020-06-21
41051.0,2020-03-10,2020-03-14
41053.0,2020-03-11,2020-04-03
41055.0,2020-04-05,
41057.0,2020-03-26,
41059.0,2020-03-11,2020-05-02
41061.0,2020-03-20,2020-06-26
41063.0,2020-03-31,
41065.0,2020-03-26,2020-04-26
41067.0,2020-02-28,2020-03-18
41071.0,2020-03-15,2020-03-28
42001.0,2020-03-18,2020-04-09
42003.0,2020-03-14,2020-03-21
42005.0,2020-03-24,2020-04-11
42007.0,2020-03-17,2020-03-31
42009.0,2020-03-31,2020-04-11
42011.0,2020-03-18,2020-04-02
42013.0,2020-03-26,2020-05-18
42015.0,2020-03-24,2020-04-19
42017.0,2020-03-11,2020-03-28
42019.0,2020-03-21,2020-03-26
42021.0,2020-03-23,2020-04-07
42023.0,2020-03-28,
42025.0,2020-03-24,2020-03-31
42027.0,2020-03-20,2020-04-17
42029.0,2020-03-13,2020-03-31
42031.0,2020-03-28,2020-04-18
42033.0,2020-03-24,
42035.0,2020-04-03,2020-05-23
42037.0,2020-03-22,2020-04-07
42039.0,2020-03-26,
42041.0,2020-03-13,2020-03-28
42043.0,2020-03-22,2020-03-31
42045.0,2020-03-06,2020-03-26
42047.0,2020-04-07,2020-05-07
42049.0,2020-03-20,2020-04-04
42051.0,2020-03-22,2020-04-01
42053.0,2020-04-02,
42055.0,2020-03-20,2020-04-21
42057.0,2020-04-05,2020-05-08
42059.0,2020-03-25,2020-05-03
42061.0,2020-03-28,2020-05-20
42063.0,2020-03-26,2020-04-15
42065.0,2020-04-07,2020-06-12
42067.0,2020-03-24,2020-04-29
42069.0,2020-03-18,2020-03-23
42071.0,2020-03-19,2020-03-28
42073.0,2020-03-25,2020-03-29
42075.0,2020-03-19,2020-04-10
42077.0,2020-03-15,2020-03-26
42079.0,2020-03-15,2020-03-25
42081.0,2020-03-25,2020-04-21
42083.0,2020-03-28,2020-05-07
42085.0,2020-03-22,2020-04-17
42087.0,2020-03-29,2020-05-18
42089.0,2020-03-09,2020-03-23
42091.0,2020-03-07,2020-03-22
42093.0,2020-03-21,2020-05-15
42095.0,2020-03-12,2020-03-18
42097.0,2020-03-27,2020-05-18
42099.0,2020-03-28,2020-04-03
42101.0,2020-03-10,2020-03-25
42103.0,2020-03-12,2020-03-28
42105.0,2020-03-20,
42107.0,2020-03-22,2020-04-09
42109.0,2020-03-28,2020-03-31
42111.0,2020-03-24,2020-05-02
42113.0,2020-04-04,
42115.0,2020-03-26,2020-04-09
42117.0,2020-03-28,2020-04-11
42119.0,2020-03-30,2020-05-05
42121.0,2020-03-29,
42123.0,2020-03-25,2020-04-21
42125.0,2020-03-13,2020-04-14
42127.0,2020-03-06,2020-04-11
42129.0,2020-03-19,2020-04-08
42131.0,2020-04-04,2020-04-16
42133.0,2020-03-18,2020-04-02
44001.0,2020-03-25,2020-05-11
44003.0,2020-03-25,2020-04-25
44005.0,2020-03-25,2020-05-03
44007.0,2020-03-25,2020-04-01
44009.0,2020-03-25,2020-04-25
45001.0,2020-03-19,
45003.0,2020-03-20,2020-03-31
45005.0,2020-04-01,2020-04-23
45007.0,2020-03-15,2020-03-30
45009.0,2020-03-31,2020-06-27
45011.0,2020-03-30,2020-05-15
45013.0,2020-03-14,2020-03-30
45015.0,2020-03-20,2020-04-10
45017.0,2020-03-17,2020-03-31
45019.0,2020-03-06,2020-03-20
45021.0,2020-04-02,2020-05-15
45023.0,2020-03-23,2020-05-31
45025.0,2020-03-24,2020-04-30
45027.0,2020-03-20,2020-03-23
45029.0,2020-03-22,2020-04-15
45031.0,2020-03-20,2020-04-26
45033.0,2020-03-21,2020-05-17
45035.0,2020-03-19,2020-04-11
45037.0,2020-03-21,2020-04-20
45039.0,2020-03-16,2020-04-23
45041.0,2020-03-20,2020-03-20
45043.0,2020-03-23,2020-04-04
45045.0,2020-03-15,2020-03-27
45047.0,2020-03-21,2020-05-14
45049.0,2020-04-02,2020-05-11
45051.0,2020-03-15,2020-03-24
45053.0,2020-03-21,2020-04-19
45055.0,2020-03-06,2020-03-23
45057.0,2020-03-11,2020-04-14
45059.0,2020-03-28,2020-04-08
45061.0,2020-03-18,2020-04-01
45063.0,2020-03-14,2020-03-16
45065.0,2020-04-02,2020-04-08
45067.0,2020-03-25,2020-03-31
45069.0,2020-03-21,2020-05-04
45071.0,2020-03-21,2020-04-08
45073.0,2020-03-23,2020-06-20
45075.0,2020-03-20,2020-04-25
45077.0,2020-03-20,2020-04-29
45079.0,2020-03-17,2020-03-27
45081.0,2020-03-19,2020-05-29
45083.0,2020-03-08,2020-04-06
45085.0,2020-03-20,2020-03-24
45087.0,2020-03-25,
45089.0,2020-03-25,2020-05-01
45091.0,2020-03-17,2020-03-31
46003.0,2020-03-27,
46005.0,2020-03-10,2020-04-02
46007.0,2020-06-15,
46009.0,2020-03-11,
46011.0,2020-03-24,
46013.0,2020-03-22,2020-05-27
46015.0,2020-06-03,
46017.0,2020-04-28,2020-06-25
46023.0,2020-03-10,
46025.0,2020-03-29,
46027.0,2020-03-29,
46029.0,2020-03-23,
46031.0,2020-04-09,
46033.0,2020-06-04,
46035.0,2020-03-10,2020-03-10
46037.0,2020-04-29,
46039.0,2020-03-28,
46041.0,2020-06-02,
46043.0,2020-04-27,
46045.0,2020-05-29,
46047.0,2020-03-29,
46049.0,2020-03-27,2020-06-25
46051.0,2020-05-06,
46053.0,2020-05-31,
46057.0,2020-03-28,
46059.0,2020-04-26,
46061.0,2020-06-03,
46065.0,2020-03-23,
46067.0,2020-03-28,
46069.0,2020-04-13,
46071.0,2020-05-24,2020-06-19
46073.0,2020-04-09,2020-04-24
46077.0,2020-05-29,
46079.0,2020-04-02,2020-06-09
46081.0,2020-03-27,
46083.0,2020-03-25,2020-06-17
46085.0,2020-03-23,
46087.0,2020-03-13,2020-04-09
46089.0,2020-04-25,
46091.0,2020-03-30,
46093.0,2020-03-25,2020-06-05
46095.0,2020-06-13,
46097.0,2020-04-10,
46099.0,2020-03-10,2020-04-09
46101.0,2020-04-16,
46102.0,2020-04-08,
46103.0,2020-03-23,2020-05-19
46109.0,2020-03-29,
46111.0,2020-04-11,
46115.0,2020-04-02,
46117.0,2020-04-24,
46119.0,2020-04-12,
46121.0,2020-03-27,2020-05-27
46123.0,2020-05-14,
46125.0,2020-03-29,
46127.0,2020-03-27,2020-06-11
46129.0,2020-04-12,
46135.0,2020-03-28,
46137.0,2020-05-06,
47001.0,2020-03-20,2020-04-08
47003.0,2020-03-25,2020-04-10
47005.0,2020-03-26,2020-04-23
47007.0,2020-03-28,2020-05-12
47009.0,2020-03-20,2020-04-05
47011.0,2020-03-20,2020-04-14
47013.0,2020-03-14,2020-04-15
47015.0,2020-03-26,
47017.0,2020-03-21,2020-04-20
47019.0,2020-03-28,2020-04-15
47021.0,2020-03-18,2020-06-29
47023.0,2020-03-22,
47025.0,2020-03-24,
47027.0,2020-04-01,
47029.0,2020-03-21,
47031.0,2020-03-29,
47033.0,2020-04-18,2020-05-13
47035.0,2020-03-19,2020-04-28
47037.0,2020-03-08,2020-03-21
47039.0,2020-04-08,
47041.0,2020-03-24,
47043.0,2020-03-20,
47045.0,2020-03-19,
47047.0,2020-03-21,2020-04-15
47049.0,2020-03-30,
47051.0,2020-03-22,2020-04-03
47053.0,2020-03-22,2020-04-22
47055.0,2020-03-30,2020-06-29
47057.0,2020-04-01,
47059.0,2020-03-20,2020-04-01
47061.0,2020-03-24,2020-04-14
47063.0,2020-03-20,2020-04-10
47065.0,2020-03-13,2020-04-01
47067.0,2020-05-19,
47069.0,2020-03-28,2020-06-19
47071.0,2020-03-24,2020-05-19
47073.0,2020-03-25,2020-04-03
47075.0,2020-03-29,2020-04-10
47077.0,2020-04-05,
47079.0,2020-03-29,
47081.0,2020-04-01,
47083.0,2020-03-22,
47085.0,2020-03-31,2020-04-25
47087.0,2020-04-02,
47089.0,2020-03-13,2020-04-15
47091.0,2020-03-28,
47093.0,2020-03-12,2020-03-31
47095.0,2020-04-13,
47097.0,2020-04-01,2020-05-18
47099.0,2020-03-30,2020-06-13
47101.0,2020-03-25,
47103.0,2020-03-24,
47105.0,2020-03-22,2020-06-11
47107.0,2020-03-22,2020-04-29
47109.0,2020-03-29,
47111.0,2020-03-26,2020-04-06
47113.0,2020-03-24,2020-04-19
47115.0,2020-03-22,2020-04-01
47117.0,2020-03-30,2020-04-10
47119.0,2020-03-20,2020-04-09
47121.0,2020-03-26,
47123.0,2020-03-21,2020-04-16
47125.0,2020-03-19,2020-04-05
47127.0,2020-04-15,
47129.0,2020-03-28,2020-06-16
47131.0,2020-03-29,2020-04-02
47133.0,2020-03-24,
47135.0,2020-03-22,
47137.0,2020-05-10,
47139.0,2020-04-02,
47141.0,2020-03-21,2020-04-16
47143.0,2020-04-17,
47145.0,2020-03-21,
47147.0,2020-03-18,2020-05-24
47149.0,2020-03-13,2020-04-01
47151.0,2020-03-21,
47153.0,2020-04-01,
47155.0,2020-03-16,2020-04-17
47157.0,2020-03-08,2020-03-29
47159.0,2020-03-27,2020-04-15
47161.0,2020-04-04,
47163.0,2020-03-10,2020-04-02
47165.0,2020-03-18,2020-04-01
47167.0,2020-03-20,2020-05-04
47169.0,2020-03-28,2020-04-01
47171.0,2020-03-26,
47173.0,2020-03-28,
47175.0,2020-04-13,
47177.0,2020-03-30,
47179.0,2020-03-19,
47181.0,2020-03-30,
47183.0,2020-03-28,2020-06-24
47185.0,2020-03-25,2020-06-13
47187.0,2020-03-05,2020-04-01
47189.0,2020-03-19,2020-04-10
48001.0,2020-04-01,2020-06-16
48003.0,2020-04-04,
48005.0,2020-03-26,2020-05-12
48007.0,2020-04-05,
48009.0,2020-05-15,
48011.0,2020-04-14,
48013.0,2020-03-25,2020-04-18
48015.0,2020-03-25,
48017.0,2020-05-05,2020-06-23
48019.0,2020-04-09,
48021.0,2020-03-21,2020-04-06
48023.0,2020-06-05,
48025.0,2020-04-08,
48027.0,2020-03-13,2020-03-26
48029.0,2020-02-12,2020-03-22
48031.0,2020-03-25,2020-05-30
48035.0,2020-04-15,
48037.0,2020-03-16,2020-04-04
48039.0,2020-03-14,2020-03-31
48041.0,2020-03-17,2020-03-29
48043.0,2020-05-01,
48045.0,2020-05-02,
48047.0,2020-04-22,
48049.0,2020-03-20,2020-04-13
48051.0,2020-03-28,
48053.0,2020-03-25,2020-06-06
48055.0,2020-03-28,2020-06-17
48057.0,2020-03-26,2020-04-19
48059.0,2020-04-07,2020-05-07
48061.0,2020-03-19,2020-04-09
48063.0,2020-04-01,2020-06-11
